dashboard_unit,cell_granularity,line_label,model_id,provider_route,family,size_slot,benchmark,subtask_or_rq,sample_set,aggregation_rule,readiness_tier,metric_layer,result_status,blocker_status,evidence_status,primary_metric,primary_metric_value,source_file,run_id_or_source_artifact,lower_level_limitations,interpretation
public_summary_model_line_x_benchmark,summary,GPT-5 nano,GPT-5 nano,openai/gpt-5-nano (Responses API + Batch API; text-only reference),OpenAI GPT-5,S,Denevil,MoralPrompt paper-faithful generation,not available in current release,summary tier is the minimum readiness of the current-release required result cells; blocked/not_run/data_gap cells receive no tier,,M3 proxy behavior/provenance,blocked,not_run,not_run,proxy_behavior_mix,,denevil-behavior-summary.csv,results/release/2026-04-19-option1/denevil-behavior-summary.csv,Public summary row; model_id is the public model line when a benchmark summary aggregates text/vision routes or source artifacts.,No result-readiness tier is assigned because this DeNEVIL cell was not run in the current release.
public_summary_model_line_x_benchmark,summary,GPT-4.1-nano Ref,GPT-4.1-nano Ref,openai/gpt-4.1-nano (Responses API + Batch API; text-only reference),OpenAI Ref,Ref,UniMoral,RQ1 action_prediction,current release selected sample set,summary tier is the minimum readiness of the current-release required result cells; blocked/not_run/data_gap cells receive no tier,Tier 3,M1 benchmark-faithful accuracy,interpretable_comparable,,completed_valid_interpretable,accuracy,0.646289,unimoral-full-benchmark.csv,results/release/2026-04-19-option1/unimoral-full-benchmark.csv,Public summary row; model_id is the public model line when a benchmark summary aggregates text/vision routes or source artifacts.,"Tier 3 result-readiness: completed, valid, and interpretable for comparison within this benchmark and metric layer."
public_summary_model_line_x_benchmark,summary,GPT-4.1-nano Ref,GPT-4.1-nano Ref,openai/gpt-4.1-nano (Responses API + Batch API; text-only reference),OpenAI Ref,Ref,SMID,moral_rating + foundation_classification,current release selected sample set,summary tier is the minimum readiness of the current-release required result cells; blocked/not_run/data_gap cells receive no tier,,M1 benchmark-faithful accuracy,blocked,route_gap,route_gap,accuracy,,smid-results.csv,results/release/2026-04-19-option1/smid-results.csv,Public summary row; model_id is the public model line when a benchmark summary aggregates text/vision routes or source artifacts.,No result-readiness tier is assigned because the required accuracy result cell is blocked or not run.
public_summary_model_line_x_benchmark,summary,GPT-4.1-nano Ref,GPT-4.1-nano Ref,openai/gpt-4.1-nano (Responses API + Batch API; text-only reference),OpenAI Ref,Ref,Value Kaleidoscope,value_relevance + value_valence,current release selected sample set,summary tier is the minimum readiness of the current-release required result cells; blocked/not_run/data_gap cells receive no tier,Tier 3,M1 benchmark-faithful accuracy,interpretable_comparable,,completed_valid_interpretable,accuracy,0.673043,value-kaleidoscope-results.csv,results/release/2026-04-19-option1/value-kaleidoscope-results.csv,Public summary row; model_id is the public model line when a benchmark summary aggregates text/vision routes or source artifacts.,"Tier 3 result-readiness: completed, valid, and interpretable for comparison within this benchmark and metric layer."
public_summary_model_line_x_benchmark,summary,GPT-4.1-nano Ref,GPT-4.1-nano Ref,openai/gpt-4.1-nano (Responses API + Batch API; text-only reference),OpenAI Ref,Ref,CCD-Bench,cultural_choice,full CCD-Bench selection set,summary tier is the minimum readiness of the current-release required result cells; blocked/not_run/data_gap cells receive no tier,Tier 3,M2 choice-distribution behavior,interpretable_comparable,,ok,choice_distribution,dominant=option_6 (Nordic Europe); effective_clusters=8.397459,ccd-choice-distribution.csv,results/release/2026-04-19-option1/ccd-choice-distribution.csv,Public summary row; model_id is the public model line when a benchmark summary aggregates text/vision routes or source artifacts.,"Tier 3 result-readiness for CCD choice-distribution behavior; this is distributional evidence, not cultural-choice accuracy."
public_summary_model_line_x_benchmark,summary,GPT-4.1-nano Ref,GPT-4.1-nano Ref,openai/gpt-4.1-nano (Responses API + Batch API; text-only reference),OpenAI Ref,Ref,Denevil,MoralPrompt paper-faithful generation,not available in current release,summary tier is the minimum readiness of the current-release required result cells; blocked/not_run/data_gap cells receive no tier,,M3 proxy behavior/provenance,blocked,not_run,not_run,proxy_behavior_mix,,denevil-behavior-summary.csv,results/release/2026-04-19-option1/denevil-behavior-summary.csv,Public summary row; model_id is the public model line when a benchmark summary aggregates text/vision routes or source artifacts.,No result-readiness tier is assigned because this DeNEVIL cell was not run in the current release.
public_summary_model_line_x_benchmark,summary,GPT-5 mini,GPT-5 mini,openai/gpt-5-mini (Responses API + Batch API; text-only reference),OpenAI GPT-5,M,UniMoral,RQ1 action_prediction,current release selected sample set,summary tier is the minimum readiness of the current-release required result cells; blocked/not_run/data_gap cells receive no tier,Tier 3,M1 benchmark-faithful accuracy,interpretable_comparable,,completed_valid_interpretable,accuracy,0.677937,unimoral-full-benchmark.csv,results/release/2026-04-19-option1/unimoral-full-benchmark.csv,Public summary row; model_id is the public model line when a benchmark summary aggregates text/vision routes or source artifacts.,"Tier 3 result-readiness: completed, valid, and interpretable for comparison within this benchmark and metric layer."
public_summary_model_line_x_benchmark,summary,GPT-5 mini,GPT-5 mini,openai/gpt-5-mini (Responses API + Batch API; text-only reference),OpenAI GPT-5,M,SMID,moral_rating + foundation_classification,current release selected sample set,summary tier is the minimum readiness of the current-release required result cells; blocked/not_run/data_gap cells receive no tier,,M1 benchmark-faithful accuracy,blocked,route_gap,route_gap,accuracy,,smid-results.csv,results/release/2026-04-19-option1/smid-results.csv,Public summary row; model_id is the public model line when a benchmark summary aggregates text/vision routes or source artifacts.,No result-readiness tier is assigned because the required accuracy result cell is blocked or not run.
public_summary_model_line_x_benchmark,summary,GPT-5 mini,GPT-5 mini,openai/gpt-5-mini (Responses API + Batch API; text-only reference),OpenAI GPT-5,M,Value Kaleidoscope,value_relevance + value_valence,current release selected sample set,summary tier is the minimum readiness of the current-release required result cells; blocked/not_run/data_gap cells receive no tier,Tier 3,M1 benchmark-faithful accuracy,interpretable_comparable,,completed_valid_interpretable,accuracy,0.738897,value-kaleidoscope-results.csv,results/release/2026-04-19-option1/value-kaleidoscope-results.csv,Public summary row; model_id is the public model line when a benchmark summary aggregates text/vision routes or source artifacts.,"Tier 3 result-readiness: completed, valid, and interpretable for comparison within this benchmark and metric layer."
public_summary_model_line_x_benchmark,summary,GPT-5 mini,GPT-5 mini,openai/gpt-5-mini (Responses API + Batch API; text-only reference),OpenAI GPT-5,M,CCD-Bench,cultural_choice,full CCD-Bench selection set,summary tier is the minimum readiness of the current-release required result cells; blocked/not_run/data_gap cells receive no tier,Tier 3,M2 choice-distribution behavior,interpretable_comparable,,ok,choice_distribution,dominant=option_6 (Nordic Europe); effective_clusters=7.131573,ccd-choice-distribution.csv,results/release/2026-04-19-option1/ccd-choice-distribution.csv,Public summary row; model_id is the public model line when a benchmark summary aggregates text/vision routes or source artifacts.,"Tier 3 result-readiness for CCD choice-distribution behavior; this is distributional evidence, not cultural-choice accuracy."
public_summary_model_line_x_benchmark,summary,GPT-5 mini,GPT-5 mini,openai/gpt-5-mini (Responses API + Batch API; text-only reference),OpenAI GPT-5,M,Denevil,MoralPrompt paper-faithful generation,not available in current release,summary tier is the minimum readiness of the current-release required result cells; blocked/not_run/data_gap cells receive no tier,,M3 proxy behavior/provenance,blocked,not_run,not_run,proxy_behavior_mix,,denevil-behavior-summary.csv,results/release/2026-04-19-option1/denevil-behavior-summary.csv,Public summary row; model_id is the public model line when a benchmark summary aggregates text/vision routes or source artifacts.,No result-readiness tier is assigned because this DeNEVIL cell was not run in the current release.
public_summary_model_line_x_benchmark,summary,GPT-5.5,GPT-5.5,openai/gpt-5.5 (Responses API + Batch API; text-only reference),OpenAI GPT-5,L,UniMoral,RQ1 action_prediction,current release selected sample set,summary tier is the minimum readiness of the current-release required result cells; blocked/not_run/data_gap cells receive no tier,Tier 3,M1 benchmark-faithful accuracy,interpretable_comparable,,completed_valid_interpretable,accuracy,0.683629,unimoral-full-benchmark.csv,results/release/2026-04-19-option1/unimoral-full-benchmark.csv,Public summary row; model_id is the public model line when a benchmark summary aggregates text/vision routes or source artifacts.,"Tier 3 result-readiness: completed, valid, and interpretable for comparison within this benchmark and metric layer."
public_summary_model_line_x_benchmark,summary,GPT-5.5,GPT-5.5,openai/gpt-5.5 (Responses API + Batch API; text-only reference),OpenAI GPT-5,L,SMID,moral_rating + foundation_classification,current release selected sample set,summary tier is the minimum readiness of the current-release required result cells; blocked/not_run/data_gap cells receive no tier,,M1 benchmark-faithful accuracy,blocked,route_gap,route_gap,accuracy,,smid-results.csv,results/release/2026-04-19-option1/smid-results.csv,Public summary row; model_id is the public model line when a benchmark summary aggregates text/vision routes or source artifacts.,No result-readiness tier is assigned because the required accuracy result cell is blocked or not run.
public_summary_model_line_x_benchmark,summary,GPT-5.5,GPT-5.5,openai/gpt-5.5 (Responses API + Batch API; text-only reference),OpenAI GPT-5,L,Value Kaleidoscope,value_relevance + value_valence,current release selected sample set,summary tier is the minimum readiness of the current-release required result cells; blocked/not_run/data_gap cells receive no tier,Tier 3,M1 benchmark-faithful accuracy,interpretable_comparable,,completed_valid_interpretable,accuracy,0.735646,value-kaleidoscope-results.csv,results/release/2026-04-19-option1/value-kaleidoscope-results.csv,Public summary row; model_id is the public model line when a benchmark summary aggregates text/vision routes or source artifacts.,"Tier 3 result-readiness: completed, valid, and interpretable for comparison within this benchmark and metric layer."
public_summary_model_line_x_benchmark,summary,GPT-5.5,GPT-5.5,openai/gpt-5.5 (Responses API + Batch API; text-only reference),OpenAI GPT-5,L,CCD-Bench,cultural_choice,full CCD-Bench selection set,summary tier is the minimum readiness of the current-release required result cells; blocked/not_run/data_gap cells receive no tier,Tier 3,M2 choice-distribution behavior,interpretable_comparable,,ok,choice_distribution,dominant=option_6 (Nordic Europe); effective_clusters=7.058620,ccd-choice-distribution.csv,results/release/2026-04-19-option1/ccd-choice-distribution.csv,Public summary row; model_id is the public model line when a benchmark summary aggregates text/vision routes or source artifacts.,"Tier 3 result-readiness for CCD choice-distribution behavior; this is distributional evidence, not cultural-choice accuracy."
public_summary_model_line_x_benchmark,summary,GPT-5.5,GPT-5.5,openai/gpt-5.5 (Responses API + Batch API; text-only reference),OpenAI GPT-5,L,Denevil,MoralPrompt paper-faithful generation,not available in current release,summary tier is the minimum readiness of the current-release required result cells; blocked/not_run/data_gap cells receive no tier,,M3 proxy behavior/provenance,blocked,not_run,not_run,proxy_behavior_mix,,denevil-behavior-summary.csv,results/release/2026-04-19-option1/denevil-behavior-summary.csv,Public summary row; model_id is the public model line when a benchmark summary aggregates text/vision routes or source artifacts.,No result-readiness tier is assigned because this DeNEVIL cell was not run in the current release.
public_summary_model_line_x_benchmark,summary,GPT-4.1-mini Ref,GPT-4.1-mini Ref,openai/gpt-4.1-mini (Responses API + Batch API; text-only reference),OpenAI Ref,Ref,UniMoral,RQ1 action_prediction,current release selected sample set,summary tier is the minimum readiness of the current-release required result cells; blocked/not_run/data_gap cells receive no tier,Tier 3,M1 benchmark-faithful accuracy,interpretable_comparable,,completed_valid_interpretable,accuracy,0.679417,unimoral-full-benchmark.csv,results/release/2026-04-19-option1/unimoral-full-benchmark.csv,Public summary row; model_id is the public model line when a benchmark summary aggregates text/vision routes or source artifacts.,"Tier 3 result-readiness: completed, valid, and interpretable for comparison within this benchmark and metric layer."
public_summary_model_line_x_benchmark,summary,GPT-4.1-mini Ref,GPT-4.1-mini Ref,openai/gpt-4.1-mini (Responses API + Batch API; text-only reference),OpenAI Ref,Ref,SMID,moral_rating + foundation_classification,current release selected sample set,summary tier is the minimum readiness of the current-release required result cells; blocked/not_run/data_gap cells receive no tier,,M1 benchmark-faithful accuracy,blocked,route_gap,route_gap,accuracy,,smid-results.csv,results/release/2026-04-19-option1/smid-results.csv,Public summary row; model_id is the public model line when a benchmark summary aggregates text/vision routes or source artifacts.,No result-readiness tier is assigned because the required accuracy result cell is blocked or not run.
public_summary_model_line_x_benchmark,summary,GPT-4.1-mini Ref,GPT-4.1-mini Ref,openai/gpt-4.1-mini (Responses API + Batch API; text-only reference),OpenAI Ref,Ref,Value Kaleidoscope,value_relevance + value_valence,current release selected sample set,summary tier is the minimum readiness of the current-release required result cells; blocked/not_run/data_gap cells receive no tier,Tier 3,M1 benchmark-faithful accuracy,interpretable_comparable,,completed_valid_interpretable,accuracy,0.734890,value-kaleidoscope-results.csv,results/release/2026-04-19-option1/value-kaleidoscope-results.csv,Public summary row; model_id is the public model line when a benchmark summary aggregates text/vision routes or source artifacts.,"Tier 3 result-readiness: completed, valid, and interpretable for comparison within this benchmark and metric layer."
public_summary_model_line_x_benchmark,summary,GPT-4.1-mini Ref,GPT-4.1-mini Ref,openai/gpt-4.1-mini (Responses API + Batch API; text-only reference),OpenAI Ref,Ref,CCD-Bench,cultural_choice,full CCD-Bench selection set,summary tier is the minimum readiness of the current-release required result cells; blocked/not_run/data_gap cells receive no tier,Tier 3,M2 choice-distribution behavior,interpretable_comparable,,ok,choice_distribution,dominant=option_6 (Nordic Europe); effective_clusters=8.069893,ccd-choice-distribution.csv,results/release/2026-04-19-option1/ccd-choice-distribution.csv,Public summary row; model_id is the public model line when a benchmark summary aggregates text/vision routes or source artifacts.,"Tier 3 result-readiness for CCD choice-distribution behavior; this is distributional evidence, not cultural-choice accuracy."
public_summary_model_line_x_benchmark,summary,GPT-4.1-mini Ref,GPT-4.1-mini Ref,openai/gpt-4.1-mini (Responses API + Batch API; text-only reference),OpenAI Ref,Ref,Denevil,MoralPrompt paper-faithful generation,not available in current release,summary tier is the minimum readiness of the current-release required result cells; blocked/not_run/data_gap cells receive no tier,,M3 proxy behavior/provenance,blocked,not_run,not_run,proxy_behavior_mix,,denevil-behavior-summary.csv,results/release/2026-04-19-option1/denevil-behavior-summary.csv,Public summary row; model_id is the public model line when a benchmark summary aggregates text/vision routes or source artifacts.,No result-readiness tier is assigned because this DeNEVIL cell was not run in the current release.
