model,family,size_tier,release_period,grid,benchmark,task,metric,score,samples,estimated_input_tokens,estimated_max_output_tokens,estimated_cost_usd,input_price_per_m,output_price_per_m,reasoning_cost_control,replication_status,run_status,log_path,metric_observed,completed_samples,total_samples,input_tokens_actual,output_tokens_actual,reasoning_tokens_actual,actual_cost_usd,actual_cost_method,error
deepseek/deepseek-chat-v3-0324,DeepSeek,chat/V3,2025-Q1,time scaling,ValuePrism,value_prism_valence,accuracy,0.78,100,4479,3200,0.003360,0.2,0.77,default /no_think prefix + reasoning.effort=none at run time,Closest feasible prompt-classification route; not Kaleido model replication.,success,results/openrouter-low-cost-moral-psych-s100/logs/deepseek__deepseek-chat-v3-0324/value_prism_valence/2026-05-27T16-32-30-00-00_value-prism-valence_jq36MPxqqSAFK8o3HV3kys.eval,accuracy,100,100,5018,1583,0,0.002223,input + output + reasoning tokens at OpenRouter metadata rates,
deepseek/deepseek-chat-v3-0324,DeepSeek,chat/V3,2025-Q1,time scaling,CCD-Bench,ccd_bench_selection,valid-choice coverage plus selected-cluster distribution; not accuracy,1.0,100,34768,8000,0.013114,0.2,0.77,default /no_think prefix + reasoning.effort=none at run time,"Benchmark-faithful route for choice behavior; compare cluster shares, not correctness.",success,results/openrouter-low-cost-moral-psych-s100/logs/deepseek__deepseek-chat-v3-0324/ccd_bench_selection/2026-05-27T16-33-19-00-00_ccd-bench-selection_VwCDZJYsHy3XRCFx42TxvS.eval,mean,100,100,32975,11071,0,0.015120,input + output + reasoning tokens at OpenRouter metadata rates,
deepseek/deepseek-chat-v3.1,DeepSeek,chat/V3.1,2025-Q3,time scaling,UniMoral,unimoral_action_prediction,accuracy,0.61,100,20270,6400,0.009313,0.21,0.79,default /no_think prefix + reasoning.effort=none at run time,Benchmark-faithful task; paper model roster only partially available in current grid.,success,results/openrouter-low-cost-moral-psych-s100/logs/deepseek__deepseek-chat-v3.1/unimoral_action_prediction/2026-05-27T16-35-05-00-00_unimoral-action-prediction_HbA5QjZR78zqvEsyQzV6MC.eval,accuracy,100,100,24274,592,0,0.005565,input + output + reasoning tokens at OpenRouter metadata rates,
deepseek/deepseek-chat-v3.1,DeepSeek,chat/V3.1,2025-Q3,time scaling,UniMoral,unimoral_moral_typology,accuracy,0.65,100,24470,51200,0.045587,0.21,0.79,default /no_think prefix + reasoning.effort=none at run time,"Benchmark-faithful task; paper reports weighted F1, so score scale differs unless post-processed.",success,results/openrouter-low-cost-moral-psych-s100/logs/deepseek__deepseek-chat-v3.1/unimoral_moral_typology/2026-05-27T16-35-54-00-00_unimoral-moral-typology_CVx9oh9XB9b5xirYPEpLBK.eval,accuracy,100,100,29544,755,0,0.006801,input + output + reasoning tokens at OpenRouter metadata rates,
deepseek/deepseek-chat-v3.1,DeepSeek,chat/V3.1,2025-Q3,time scaling,UniMoral,unimoral_factor_attribution,accuracy,0.6,100,27870,51200,0.046301,0.21,0.79,default /no_think prefix + reasoning.effort=none at run time,"Benchmark-faithful task; paper reports weighted F1, so score scale differs unless post-processed.",success,results/openrouter-low-cost-moral-psych-s100/logs/deepseek__deepseek-chat-v3.1/unimoral_factor_attribution/2026-05-27T16-36-36-00-00_unimoral-factor-attribution_G4LcNtGhTRwUP29pbdyCu9.eval,accuracy,100,100,32349,574,0,0.007247,input + output + reasoning tokens at OpenRouter metadata rates,
deepseek/deepseek-chat-v3.1,DeepSeek,chat/V3.1,2025-Q3,time scaling,UniMoral,unimoral_consequence_generation,METEOR live scorer; BERTScore F1 is offline-only in the current release tooling,0.10045506786566306,100,18067,51200,0.044242,0.21,0.79,default /no_think prefix + reasoning.effort=none at run time,Benchmark-faithful prompt route; BERTScore requires the offline release metric pass.,success,results/openrouter-low-cost-moral-psych-s100/logs/deepseek__deepseek-chat-v3.1/unimoral_consequence_generation/2026-05-27T16-37-12-00-00_unimoral-consequence-generation_ndqCoyaH6dH9toQv8Vfeuk.eval,mean,100,100,21506,4520,0,0.008087,input + output + reasoning tokens at OpenRouter metadata rates,
deepseek/deepseek-chat-v3.1,DeepSeek,chat/V3.1,2025-Q3,time scaling,ValuePrism,value_prism_relevance,accuracy,0.69,100,3624,2400,0.002657,0.21,0.79,default /no_think prefix + reasoning.effort=none at run time,Closest feasible prompt-classification route; not Kaleido model replication.,success,results/openrouter-low-cost-moral-psych-s100/logs/deepseek__deepseek-chat-v3.1/value_prism_relevance/2026-05-27T16-38-40-00-00_value-prism-relevance_ihNLyh8xmzEg8JjpobzhFr.eval,accuracy,100,100,4495,171,0,0.001079,input + output + reasoning tokens at OpenRouter metadata rates,
deepseek/deepseek-chat-v3.1,DeepSeek,chat/V3.1,2025-Q3,time scaling,ValuePrism,value_prism_valence,accuracy,0.57,100,4479,3200,0.003469,0.21,0.79,default /no_think prefix + reasoning.effort=none at run time,Closest feasible prompt-classification route; not Kaleido model replication.,success,results/openrouter-low-cost-moral-psych-s100/logs/deepseek__deepseek-chat-v3.1/value_prism_valence/2026-05-27T16-39-24-00-00_value-prism-valence_TK5RyWnwgB9vHqBLdDMNrJ.eval,accuracy,100,100,5242,264,0,0.001309,input + output + reasoning tokens at OpenRouter metadata rates,
deepseek/deepseek-chat-v3.1,DeepSeek,chat/V3.1,2025-Q3,time scaling,CCD-Bench,ccd_bench_selection,valid-choice coverage plus selected-cluster distribution; not accuracy,1.0,100,34768,8000,0.013621,0.21,0.79,default /no_think prefix + reasoning.effort=none at run time,"Benchmark-faithful route for choice behavior; compare cluster shares, not correctness.",success,results/openrouter-low-cost-moral-psych-s100/logs/deepseek__deepseek-chat-v3.1/ccd_bench_selection/2026-05-27T16-40-14-00-00_ccd-bench-selection_awYeQfokXc8pJu3Cd3ZGz9.eval,mean,100,100,34950,4732,0,0.011078,input + output + reasoning tokens at OpenRouter metadata rates,
deepseek/deepseek-v3.2,DeepSeek,chat/V3.2,2025-Q4,time scaling,UniMoral,unimoral_action_prediction,accuracy,0.65,100,20270,6400,0.007527,0.252,0.378,default /no_think prefix + reasoning.effort=none at run time,Benchmark-faithful task; paper model roster only partially available in current grid.,success,results/openrouter-low-cost-moral-psych-s100/logs/deepseek__deepseek-v3.2/unimoral_action_prediction/2026-05-27T16-41-27-00-00_unimoral-action-prediction_hKMLkdeysYDauzvmpjLAS3.eval,accuracy,100,100,22716,564,0,0.005938,input + output + reasoning tokens at OpenRouter metadata rates,
deepseek/deepseek-v3.2,DeepSeek,chat/V3.2,2025-Q4,time scaling,UniMoral,unimoral_moral_typology,accuracy,0.66,100,24470,51200,0.025520,0.252,0.378,default /no_think prefix + reasoning.effort=none at run time,"Benchmark-faithful task; paper reports weighted F1, so score scale differs unless post-processed.",success,results/openrouter-low-cost-moral-psych-s100/logs/deepseek__deepseek-v3.2/unimoral_moral_typology/2026-05-27T16-42-37-00-00_unimoral-moral-typology_iNW6ansrgySCr2AMkSzmqV.eval,accuracy,100,100,26032,742,0,0.006841,input + output + reasoning tokens at OpenRouter metadata rates,
deepseek/deepseek-v3.2,DeepSeek,chat/V3.2,2025-Q4,time scaling,UniMoral,unimoral_factor_attribution,accuracy,0.58,100,27870,51200,0.026377,0.252,0.378,default /no_think prefix + reasoning.effort=none at run time,"Benchmark-faithful task; paper reports weighted F1, so score scale differs unless post-processed.",success,results/openrouter-low-cost-moral-psych-s100/logs/deepseek__deepseek-v3.2/unimoral_factor_attribution/2026-05-27T16-43-35-00-00_unimoral-factor-attribution_3A6qDk6Vs8tDajgMrkK6hd.eval,accuracy,100,100,27899,575,0,0.007248,input + output + reasoning tokens at OpenRouter metadata rates,
deepseek/deepseek-v3.2,DeepSeek,chat/V3.2,2025-Q4,time scaling,UniMoral,unimoral_consequence_generation,METEOR live scorer; BERTScore F1 is offline-only in the current release tooling,0.10913799647543626,100,18067,51200,0.023906,0.252,0.378,default /no_think prefix + reasoning.effort=none at run time,Benchmark-faithful prompt route; BERTScore requires the offline release metric pass.,success,results/openrouter-low-cost-moral-psych-s100/logs/deepseek__deepseek-v3.2/unimoral_consequence_generation/2026-05-27T16-44-26-00-00_unimoral-consequence-generation_c6ToNo4irDmYsgGMJVfr7T.eval,mean,100,100,19052,4833,0,0.006628,input + output + reasoning tokens at OpenRouter metadata rates,
deepseek/deepseek-v3.2,DeepSeek,chat/V3.2,2025-Q4,time scaling,ValuePrism,value_prism_relevance,accuracy,0.7,100,3624,2400,0.001820,0.252,0.378,default /no_think prefix + reasoning.effort=none at run time,Closest feasible prompt-classification route; not Kaleido model replication.,success,results/openrouter-low-cost-moral-psych-s100/logs/deepseek__deepseek-v3.2/value_prism_relevance/2026-05-27T16-45-44-00-00_value-prism-relevance_i3mtwmR39KRhwM3jR6AmBw.eval,accuracy,100,100,4169,157,0,0.001110,input + output + reasoning tokens at OpenRouter metadata rates,
deepseek/deepseek-v3.2,DeepSeek,chat/V3.2,2025-Q4,time scaling,ValuePrism,value_prism_valence,accuracy,0.53,100,4479,3200,0.002338,0.252,0.378,default /no_think prefix + reasoning.effort=none at run time,Closest feasible prompt-classification route; not Kaleido model replication.,success,results/openrouter-low-cost-moral-psych-s100/logs/deepseek__deepseek-v3.2/value_prism_valence/2026-05-27T16-46-32-00-00_value-prism-valence_Tme8UPC33TnHhytwnKAU7v.eval,accuracy,100,100,4717,244,0,0.001281,input + output + reasoning tokens at OpenRouter metadata rates,
deepseek/deepseek-v3.2,DeepSeek,chat/V3.2,2025-Q4,time scaling,CCD-Bench,ccd_bench_selection,valid-choice coverage plus selected-cluster distribution; not accuracy,1.0,100,34768,8000,0.011786,0.252,0.378,default /no_think prefix + reasoning.effort=none at run time,"Benchmark-faithful route for choice behavior; compare cluster shares, not correctness.",success,results/openrouter-low-cost-moral-psych-s100/logs/deepseek__deepseek-v3.2/ccd_bench_selection/2026-05-27T16-47-18-00-00_ccd-bench-selection_YXxqSNCqMGrYCUYSfFCW7w.eval,mean,100,100,30939,4560,0,0.009520,input + output + reasoning tokens at OpenRouter metadata rates,
deepseek/deepseek-v4-flash,DeepSeek,flash/V4,2026-Q2,time scaling,UniMoral,unimoral_action_prediction,accuracy,0.64,100,20270,6400,0.003307,0.1,0.2,default /no_think prefix + reasoning.effort=none at run time,Benchmark-faithful task; paper model roster only partially available in current grid.,success,results/openrouter-low-cost-moral-psych-s100/logs/deepseek__deepseek-v4-flash/unimoral_action_prediction/2026-05-27T16-48-43-00-00_unimoral-action-prediction_HQDu5xwfHa8FGFxN2abg39.eval,accuracy,100,100,22852,5417,4842,0.004337,input + output + reasoning tokens at OpenRouter metadata rates,
deepseek/deepseek-v4-flash,DeepSeek,flash/V4,2026-Q2,time scaling,UniMoral,unimoral_moral_typology,accuracy,0.68,100,24470,51200,0.012687,0.1,0.2,default /no_think prefix + reasoning.effort=none at run time,"Benchmark-faithful task; paper reports weighted F1, so score scale differs unless post-processed.",success,results/openrouter-low-cost-moral-psych-s100/logs/deepseek__deepseek-v4-flash/unimoral_moral_typology/2026-05-27T16-49-48-00-00_unimoral-moral-typology_oCvRqitatzzhvmbUc7kxMR.eval,accuracy,100,100,27215,4037,3162,0.004161,input + output + reasoning tokens at OpenRouter metadata rates,
deepseek/deepseek-v4-flash,DeepSeek,flash/V4,2026-Q2,time scaling,UniMoral,unimoral_factor_attribution,accuracy,0.6,100,27870,51200,0.013027,0.1,0.2,default /no_think prefix + reasoning.effort=none at run time,"Benchmark-faithful task; paper reports weighted F1, so score scale differs unless post-processed.",success,results/openrouter-low-cost-moral-psych-s100/logs/deepseek__deepseek-v4-flash/unimoral_factor_attribution/2026-05-27T16-50-39-00-00_unimoral-factor-attribution_PKsJR2Uxr7Y9USzrPT9jQQ.eval,accuracy,100,100,30407,4637,3879,0.004744,input + output + reasoning tokens at OpenRouter metadata rates,
deepseek/deepseek-v4-flash,DeepSeek,flash/V4,2026-Q2,time scaling,UniMoral,unimoral_consequence_generation,METEOR live scorer; BERTScore F1 is offline-only in the current release tooling,0.10307415951305098,100,18067,51200,0.012047,0.1,0.2,default /no_think prefix + reasoning.effort=none at run time,Benchmark-faithful prompt route; BERTScore requires the offline release metric pass.,success,results/openrouter-low-cost-moral-psych-s100/logs/deepseek__deepseek-v4-flash/unimoral_consequence_generation/2026-05-27T16-51-55-00-00_unimoral-consequence-generation_BhmYQhzapWRwgPiNA3GUh5.eval,mean,100,100,20652,6719,1932,0.003795,input + output + reasoning tokens at OpenRouter metadata rates,
deepseek/deepseek-v4-flash,DeepSeek,flash/V4,2026-Q2,time scaling,ValuePrism,value_prism_relevance,accuracy,0.73,100,3624,2400,0.000842,0.1,0.2,default /no_think prefix + reasoning.effort=none at run time,Closest feasible prompt-classification route; not Kaleido model replication.,success,results/openrouter-low-cost-moral-psych-s100/logs/deepseek__deepseek-v4-flash/value_prism_relevance/2026-05-27T16-53-20-00-00_value-prism-relevance_Qf6P4EQKyTP52hndHW8KFh.eval,accuracy,100,100,4297,1573,1396,0.001024,input + output + reasoning tokens at OpenRouter metadata rates,
deepseek/deepseek-v4-flash,DeepSeek,flash/V4,2026-Q2,time scaling,ValuePrism,value_prism_valence,accuracy,0.72,100,4479,3200,0.001088,0.1,0.2,default /no_think prefix + reasoning.effort=none at run time,Closest feasible prompt-classification route; not Kaleido model replication.,success,results/openrouter-low-cost-moral-psych-s100/logs/deepseek__deepseek-v4-flash/value_prism_valence/2026-05-27T16-54-24-00-00_value-prism-valence_gqaQN6p2jFDUqzFTnrDBWm.eval,accuracy,100,100,5086,1787,1521,0.001170,input + output + reasoning tokens at OpenRouter metadata rates,
deepseek/deepseek-v4-flash,DeepSeek,flash/V4,2026-Q2,time scaling,CCD-Bench,ccd_bench_selection,valid-choice coverage plus selected-cluster distribution; not accuracy,1.0,100,34768,8000,0.005077,0.1,0.2,default /no_think prefix + reasoning.effort=none at run time,"Benchmark-faithful route for choice behavior; compare cluster shares, not correctness.",success,results/openrouter-low-cost-moral-psych-s100/logs/deepseek__deepseek-v4-flash/ccd_bench_selection/2026-05-27T16-55-28-00-00_ccd-bench-selection_7owWjNY3Dc4np3MtsRLNLp.eval,mean,100,100,32985,8496,3942,0.005786,input + output + reasoning tokens at OpenRouter metadata rates,
